sensor_id,
"5543"
"5505"
"5549"
"5508"
"5541"
"5516"
"9999"
"5534"
"5552"
"5514"
"5520"
"10005"
"5506"
"5532"
"5507"
"5548"
"5513"
"5504"
"5540"
"5550"
"5538"
"5522"
"5605"
"5542"
"5528"
"5551"
"5554"
"5517"
"5518"
"5531"
"5535"
"10279"
"5511"
"5547"
"5609"
"5539"
"5530"
"5519"
